Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Defaulter_Flag
165660,64,45,2,M,Single,119.6491594,0
136484,66,45,2,F,Married,203.0543293,0
121560,43,23,2,F,Single,350.5014551,1
157150,57,37,2,M,Married,427.524697,1
168400,44,27,2,M,Married,154.3197842,0
119148,65,45,2,M,Married,145.1000834,0
115080,55,38,2,M,Single,470.179427,1
106867,20,1,2,M,Single,1270.186638,1
124607,53,35,2,F,Single,383.309022,1
136482,23,6,2,M,Single,564.5416455,1
117422,27,8,2,F,Married,308.1027723,1
131504,19,1,2,M,Married,524.1147808,1
194939,70,50,2,F,Single,157.7522036,0
151051,44,27,2,M,Married,201.0248122,0
109196,46,25,2,M,Married,427.1871568,1
150042,30,10,2,F,Single,377.3268283,1
133332,17,0,2,M,Single,401.972946,1
199542,59,41,2,M,Single,568.5054218,1
179754,68,51,2,M,Married,306.3404608,1
190827,22,4,2,M,Single,1736.287451,1
175948,19,1,2,M,Married,435.6867047,1
190879,37,20,2,F,Single,350.2811076,1
146592,49,32,2,F,Married,462.4542071,1
133214,49,29,2,M,Married,322.1237309,1
164771,68,48,2,M,Married,189.547546,0
150142,63,45,2,M,Married,366.5280661,1
115399,33,14,2,F,Married,277.1370095,0
131124,68,48,2,M,Married,201.3112188,0
173600,70,50,2,F,Single,168.6027365,0
194777,66,47,2,M,Married,241.7737035,0
100745,32,11,2,F,Married,295.3755699,0
187246,69,51,2,F,Married,135.9787403,0
126561,22,5,2,M,Single,605.1604348,1
191299,50,29,2,F,Single,339.5974725,1
103212,22,4,2,M,Single,1747.297619,1
190791,61,44,2,F,Single,55.0100417,0
132825,27,10,2,F,Married,602.4381233,1
176973,32,13,2,M,Married,409.0031004,1
176235,62,44,2,F,Single,292.7781058,0
143264,40,22,2,F,Married,360.2654461,1
153183,65,44,2,M,Single,239.5372616,0
196439,21,4,2,M,Single,321.2721691,1
196159,66,49,2,M,Married,557.369016,1
175892,61,43,2,M,Married,241.2089516,0
144294,41,20,2,F,Married,346.2067461,1
194129,38,17,2,M,Single,729.9846534,1
125611,67,48,2,F,Married,200.7611311,0
155179,49,30,2,F,Married,371.9917979,1
176575,62,44,2,F,Single,266.9167964,0
126531,69,51,2,F,Married,337.7953338,1
117984,57,40,2,M,Married,370.6151907,1
139119,37,18,2,M,Single,398.1223287,1
167451,43,24,2,F,Single,382.2184399,1
199427,19,2,2,M,Married,268.5775197,0
103946,24,5,2,F,Single,299.8042767,0
104795,60,40,2,F,Married,190.6288924,0
172028,25,6,2,M,Married,333.4970862,1
104843,31,13,2,M,Married,141.979313,0
159246,39,19,2,F,Single,585.9087075,1
134351,18,1,2,F,Single,439.4230095,1
118908,70,51,2,F,Single,37.74299444,0
105707,24,5,2,F,Single,270.0766154,0
191679,67,50,2,M,Single,69.48225196,0
100684,67,46,2,M,Single,192.8122051,0
195559,18,0,2,F,Married,173.9147251,0
156402,52,35,2,F,Married,317.8069357,1
124139,25,8,2,F,Married,135.2900127,0
197757,18,0,2,F,Married,142.3504531,0
161937,16,0,2,M,Married,453.5616864,1
115916,51,30,2,M,Single,994.8093204,1
173842,66,45,2,F,Married,172.1497979,0
178390,21,4,2,M,Single,518.7770254,1
115039,21,3,2,M,Single,1667.136998,1
169581,68,48,2,F,Married,60.43473783,0
192507,66,45,2,M,Single,50.05503781,0
119061,20,2,2,M,Single,1196.529346,1
190229,60,41,2,M,Married,199.3588822,0
145809,19,0,2,M,Single,347.8682994,1
110379,31,10,2,M,Single,386.8273102,1
164478,28,10,2,M,Single,518.1463703,1
170930,60,42,2,F,Married,150.919353,0
112771,30,9,2,F,Married,321.6091082,1
185061,44,27,2,M,Married,337.9666721,1
136589,62,44,2,F,Single,173.4938588,0
164806,67,47,2,F,Single,249.5596089,0
123562,59,38,2,F,Married,250.5868113,0
110682,55,36,2,F,Married,124.8469363,0
185207,40,21,2,M,Married,574.7860207,1
124003,20,1,2,F,Married,196.8994328,0
122776,19,1,2,F,Married,369.0471847,1
102843,25,8,2,M,Married,279.9560585,0
195105,48,29,2,F,Married,701.4094598,1
151715,38,21,2,M,Married,387.567204,1
170816,59,38,2,F,Married,351.8203858,1
123331,33,15,2,F,Married,292.2050753,0
143836,22,5,2,F,Single,500.6980582,1
156570,65,45,2,M,Married,225.9537702,0
141610,53,35,2,M,Single,578.285181,1
181938,68,47,2,M,Married,148.0620456,0
188976,65,46,2,M,Married,359.4725616,1
103743,23,6,2,F,Single,503.0672471,1
158808,41,22,2,F,Single,346.0779642,1
185721,22,5,2,M,Single,349.3144355,1
105618,50,31,2,M,Single,452.7632766,1
133918,22,4,2,M,Married,262.6320129,0
121838,63,45,2,M,Single,123.4575718,0
101814,18,1,2,F,Single,854.6130422,1
176149,53,34,2,M,Single,573.9830238,1
148740,30,11,2,F,Single,487.8912641,1
146548,45,25,2,F,Single,418.979255,1
191302,68,48,2,M,Single,156.5890344,0
121251,21,3,2,M,Single,725.3238635,1
162290,65,48,2,F,Single,218.0505222,0
164933,20,2,2,M,Single,1046.414359,1
113182,51,34,2,M,Married,538.7582235,1
175311,25,8,2,M,Married,667.6514268,1
195735,66,45,2,M,Single,579.2662045,1
128651,43,25,2,M,Single,433.2281911,1
173932,67,46,2,M,Single,366.4552188,1
128021,27,10,2,F,Single,418.3414724,1
180738,35,17,2,F,Single,132.9111475,0
100406,63,44,2,M,Married,275.1142612,0
138729,23,5,2,F,Single,628.1035152,1
146625,66,47,2,M,Single,45.03924025,0
176788,35,16,2,F,Married,330.0194831,1
125809,25,7,2,F,Married,474.2768161,1
169726,60,40,2,F,Single,255.005754,0
184270,60,40,2,F,Single,223.0726304,0
162335,28,9,2,F,Single,402.0234652,1
135756,70,51,2,M,Married,62.6291482,0
198482,60,43,2,M,Single,40.97117488,0
122823,70,49,2,M,Single,57.82588923,0
169238,59,42,2,M,Married,197.9518324,0
138762,33,15,2,F,Married,473.2762357,1
186577,19,0,2,M,Single,999.9315769,1
174839,36,15,2,M,Married,189.1055937,0
154357,31,11,2,F,Married,333.7069214,1
149897,68,50,2,M,Single,562.8376208,1
133359,54,33,2,M,Single,163.907041,0
122797,61,40,2,M,Married,269.2613967,0
196221,24,6,2,F,Single,642.6161195,1
108241,29,12,2,F,Married,339.9327006,1
188758,61,44,2,M,Single,366.7104914,1
181694,25,6,2,M,Married,218.7403587,0
181356,48,28,2,F,Single,494.9337793,1
140233,70,52,2,F,Single,636.1406818,1
179669,60,43,2,M,Married,115.9275168,0
106899,22,3,2,M,Married,230.831422,0
176762,56,39,2,F,Single,275.0537291,0
109440,25,6,2,F,Single,712.1576689,1
188771,64,46,2,M,Married,168.7403015,0
180729,57,39,2,F,Married,322.3969738,1
197772,61,40,2,F,Single,71.45820678,0
105061,58,39,2,M,Married,349.2612861,1
147104,35,16,2,M,Single,305.599627,1
171147,60,39,2,F,Single,322.3391134,1
164764,67,46,2,F,Married,71.75674071,0
182408,55,37,2,M,Married,749.5688,1
196247,20,2,2,F,Single,257.2422185,0
119964,65,46,2,F,Single,109.4517523,0
155999,60,43,2,M,Married,77.42575389,0
113793,55,36,2,F,Single,384.2686902,1
183196,25,8,2,F,Married,281.3731044,0
164065,43,23,2,F,Single,457.0761152,1
199557,30,13,2,M,Married,416.784968,1
111149,19,2,2,M,Married,383.7567704,1
120355,25,7,2,M,Single,806.5279584,1
140259,23,6,2,M,Married,669.3993572,1
134192,60,39,2,M,Single,589.8219306,1
122292,49,32,2,F,Married,363.882174,1
188397,21,3,2,M,Single,307.3796409,1
161046,63,44,2,M,Married,82.07796289,0
186260,69,51,2,F,Single,306.9941545,1
199617,39,21,2,F,Married,318.2124455,1
100461,60,39,2,F,Single,217.5407121,0
180489,66,46,2,M,Single,371.3213023,1
121288,61,44,2,M,Single,29.1256495,0
159384,65,44,2,M,Married,265.6083469,0
139640,66,46,2,M,Married,94.93996425,0
197655,63,45,2,M,Married,111.811625,0
199620,54,35,2,M,Single,755.3288916,1
103237,31,13,2,M,Single,978.0305203,1
107793,66,45,2,M,Married,126.3438308,0
184394,23,6,2,F,Single,593.3395827,1
171534,65,47,2,F,Married,189.801804,0
177535,22,5,2,F,Married,153.8491847,0
122916,60,41,2,F,Single,38.87372586,0
178880,24,5,2,F,Married,244.8453631,0
149164,64,44,2,F,Married,176.5731112,0
168704,50,32,2,F,Single,483.4007776,1
188170,21,2,2,F,Married,546.7752557,1
166753,33,14,2,F,Single,425.7547902,1
135837,65,45,2,F,Single,25.2281853,0
145717,19,1,2,M,Single,545.0539578,1
100998,42,25,2,M,Married,373.1624671,1
126138,27,6,2,M,Married,147.0449807,0
131030,39,20,2,M,Married,583.6112958,1
197322,60,41,2,M,Single,67.44728236,0
150354,66,49,2,F,Married,34.55899311,0
149081,58,38,2,F,Married,294.5484416,0
106561,18,0,2,F,Single,265.3680179,0
152783,19,1,2,M,Married,364.9693307,1
196670,18,0,2,M,Single,846.0133552,1
123147,19,1,2,F,Married,125.004172,0
195469,43,25,2,F,Single,380.3847115,1
180326,61,43,2,F,Single,344.6696756,1
197537,51,34,2,F,Single,470.0477801,1
104036,22,5,2,F,Married,329.2043961,1
134274,29,8,2,F,Married,166.6050216,0
198533,61,42,2,M,Married,189.9784108,0
196144,42,25,2,F,Single,455.5840948,1
128711,69,50,2,F,Single,330.7499558,1
101048,40,23,2,F,Married,327.9646537,1
126568,19,0,2,F,Single,509.9011956,1
192544,63,46,2,F,Married,43.1104786,0
176966,23,4,2,M,Single,423.1087427,1
188861,37,19,2,F,Single,564.7421804,1
134836,68,47,2,F,Married,84.54595559,0
181358,47,26,2,M,Single,560.0044404,1
189566,69,48,2,M,Single,191.5872763,0
126963,18,0,2,M,Married,444.3351534,1
175949,68,49,2,M,Single,283.4616443,0
189179,46,26,2,M,Married,340.084002,1
178573,64,43,2,F,Single,204.2793002,0
179454,25,6,2,F,Single,308.2629494,1
165014,42,22,2,F,Single,286.818748,0
117713,46,26,2,F,Single,280.1469219,0
182648,20,1,2,F,Married,200.3239374,0
163088,23,6,2,F,Single,530.7044789,1
163882,18,0,2,M,Single,324.8442166,1
196097,64,43,2,M,Single,182.1604591,0
148906,22,5,2,F,Single,209.4161645,0
131071,17,0,2,F,Single,462.9619884,1
107067,59,38,2,F,Single,399.7542272,1
177742,46,25,2,M,Married,126.4813408,0
188885,62,42,2,M,Single,105.953581,0
142010,45,28,2,M,Single,213.4488362,0
129117,22,3,2,F,Single,482.7932164,1
130351,45,28,2,F,Single,201.0110126,0
155457,40,19,2,F,Single,408.9222735,1
177659,49,30,2,M,Single,296.4003825,0
195891,23,6,2,F,Single,166.9503447,0
173155,26,8,2,M,Married,386.1919932,1
184025,63,46,2,M,Single,509.4245965,1
154406,57,36,2,F,Single,385.2545372,1
194899,48,28,2,F,Married,324.0911072,1
149551,62,41,2,F,Married,105.1956516,0
189378,61,44,2,F,Married,95.41219208,0
163805,17,0,2,F,Married,847.3971276,1
100346,56,38,2,F,Single,358.3455731,1
112346,22,5,2,F,Single,728.2709886,1
198443,58,37,2,M,Married,486.1067787,1
160458,44,24,2,M,Single,410.6672768,1
178037,16,0,2,M,Single,1227.567261,1
111797,40,20,2,F,Single,397.1100067,1
121141,23,5,2,M,Single,669.5400051,1
152452,29,8,2,F,Married,356.7637017,1
172958,41,23,2,M,Married,436.0292348,1
188545,36,16,2,F,Married,353.951666,1
132729,16,0,2,F,Married,204.122513,0
110987,53,33,2,M,Single,680.6276518,1
113063,51,33,2,F,Single,421.9898177,1
175764,19,1,2,M,Married,334.3978505,1
157760,26,9,2,M,Married,153.6713242,0
196637,39,18,2,M,Single,212.2239094,0
197662,55,34,2,M,Married,342.5774884,1
192237,37,19,2,F,Married,264.6079872,0
132521,16,0,2,M,Single,701.2531217,1
196837,54,34,2,M,Married,708.6359446,1
125637,48,28,2,M,Married,555.037452,1
189660,57,38,2,M,Single,289.5776329,0
191928,68,50,2,F,Single,386.1855164,1
100110,24,5,2,F,Single,570.6371,1
190315,18,0,2,M,Married,668.6205091,1
104303,70,52,2,M,Married,154.1280993,0
185133,20,3,2,F,Single,658.9425536,1
127195,70,52,2,M,Single,413.9640896,1
128416,20,2,2,M,Single,509.3897629,1
146152,49,32,2,M,Single,473.6158634,1
106133,30,13,2,M,Single,457.3564072,1
178397,68,49,2,M,Single,61.63125261,0
195107,56,35,2,M,Married,355.1419086,1
142432,70,50,2,M,Married,449.3385602,1
151007,68,47,2,M,Married,347.2530136,1
158325,36,16,2,F,Single,474.552357,1
144314,18,1,2,M,Single,436.7715984,1
184066,39,18,2,F,Single,395.2145941,1
155682,41,22,2,F,Single,347.8741141,1
114767,64,45,2,F,Married,126.7240801,0
132620,52,33,2,F,Married,301.968685,1
192977,34,14,2,M,Married,414.1075733,1
150186,35,14,2,F,Single,522.577545,1
176968,44,24,2,M,Married,360.3239825,1
115302,65,47,2,F,Married,267.276004,0
112852,31,11,2,F,Married,303.2293178,1
124198,23,5,2,F,Married,243.9805999,0
147044,21,2,2,M,Married,1049.625869,1
135549,27,10,2,M,Married,333.5663511,1
166754,16,0,2,F,Married,411.69064,1
183345,36,19,2,M,Single,635.7843899,1
153384,37,19,2,M,Single,237.8149266,0
185743,28,9,2,M,Single,350.5269451,1
136927,17,0,2,F,Single,701.0064846,1
118997,66,45,2,M,Married,280.6386077,0
194834,66,48,2,F,Married,148.0625438,0
114219,43,23,2,M,Single,521.2527857,1
154285,61,42,2,M,Single,104.1123598,0
118575,24,6,2,F,Single,636.0165641,1
124375,41,22,2,M,Married,448.5947005,1
121461,17,0,2,M,Single,646.9235949,1
160784,35,17,2,M,Married,429.4151524,1
195842,65,46,2,M,Single,762.1540821,1
119973,17,0,2,M,Married,585.4125944,1
199527,53,36,2,F,Married,220.1477128,0
157481,67,48,2,M,Married,203.244197,0
150426,63,42,2,F,Married,98.55136527,0
107052,41,21,2,M,Single,290.2313195,0
197785,52,33,2,M,Married,379.2837929,1
157577,27,7,2,M,Single,404.8344756,1
130909,65,46,2,F,Single,136.6277081,0
180350,43,26,2,F,Single,325.7362074,1
186108,50,30,2,M,Married,386.207255,1
128853,65,47,2,M,Married,220.5537003,0
183812,34,17,2,F,Married,553.8533345,1
121057,68,47,2,F,Single,218.3978314,0
161834,67,46,2,M,Married,440.1540283,1
142664,16,0,2,M,Married,644.9014959,1
113512,21,2,2,F,Married,431.9004518,1
108569,17,0,2,M,Single,757.0065759,1
118245,67,46,2,F,Married,141.440566,0
151649,64,46,2,M,Single,273.8764314,0
104974,43,22,2,F,Married,314.461356,1
157310,27,10,2,M,Married,219.9800089,0
110581,58,37,2,F,Married,616.392507,1
161522,61,40,2,M,Married,33.45428635,0
168922,23,6,2,F,Single,870.4727891,1
117988,25,6,2,M,Single,353.6333985,1
137192,22,5,2,F,Married,133.8298896,0
166223,23,4,2,M,Married,388.4135299,1
152780,32,13,2,M,Single,813.2375101,1
101780,16,0,2,F,Single,754.5744672,1
176542,28,11,2,F,Single,262.5192527,0
108392,25,7,2,F,Married,229.2872644,0
186249,66,47,2,M,Single,153.0128534,0
100454,43,23,2,M,Single,480.2553519,1
182609,47,30,2,M,Single,476.4459709,1
178479,46,27,2,F,Married,526.5789001,1
141208,51,34,2,F,Married,333.9594722,1
154344,35,16,2,M,Single,397.4040398,1
191576,30,10,2,M,Single,776.3322799,1
187491,21,4,2,M,Married,243.1086631,0
135239,43,25,2,F,Married,534.8194156,1
183887,64,46,2,M,Married,170.0679613,0
135692,21,4,2,M,Single,593.9904687,1
175998,52,35,2,F,Married,311.9594323,1
158279,34,16,2,F,Single,401.6438973,1
144815,66,46,2,F,Single,58.82300028,0
163543,31,13,2,F,Married,331.6192981,1
115516,54,37,2,F,Married,304.8658354,1
104766,16,0,2,F,Married,180.7581336,0
148882,58,38,2,F,Single,349.4907146,1
113852,50,33,2,F,Single,398.5613849,1
196420,30,12,2,F,Single,488.0137975,1
105149,25,6,2,F,Single,756.6989314,1
186576,47,27,2,F,Single,347.0346467,1
160812,31,13,2,F,Married,489.1019963,1
155126,63,45,2,M,Married,305.1540949,1
196093,68,47,2,F,Single,24.4505445,0
133452,22,4,2,F,Married,260.0544308,0
129066,55,38,2,M,Married,212.9556896,0
135472,41,22,2,F,Married,164.8625721,0
146676,17,0,2,F,Single,530.5900491,1
103049,19,1,2,M,Single,664.5184463,1
155622,23,5,2,M,Married,383.4600835,1
196649,57,39,2,F,Married,319.7561592,1
152336,58,37,2,F,Single,662.9831695,1
173604,33,16,2,M,Single,457.054282,1
104049,55,37,2,M,Single,454.6174136,1
106334,35,16,2,F,Single,145.8210783,0
181189,69,51,2,M,Married,143.9417697,0
127738,60,43,2,M,Married,308.2903275,1
197221,25,8,2,F,Married,200.3094091,0
162321,56,39,2,M,Single,454.3229904,1
119469,22,4,2,F,Married,663.3347343,1
195432,16,0,2,F,Single,272.757036,0
141447,66,47,2,M,Married,336.8045779,1
193859,68,48,2,F,Single,95.47112785,0
172040,16,0,2,F,Single,270.440841,0
126732,39,20,2,F,Married,541.7833951,1
110378,16,0,2,F,Married,522.6998746,1
118352,64,43,2,F,Married,323.7629515,1
104616,39,20,2,F,Married,116.3270713,0
102876,16,0,2,F,Married,307.503338,1
185844,53,34,2,F,Married,305.9895502,1
159876,34,15,2,M,Single,501.3198275,1
118599,61,40,2,F,Married,166.9536987,0
142739,21,2,2,F,Married,93.8245816,0
112113,66,47,2,F,Single,46.50032692,0
191255,34,15,2,F,Single,742.1126203,1
141549,56,35,2,M,Single,468.5555107,1
111606,62,45,2,F,Single,362.1946304,1
111063,25,8,2,M,Single,761.0834079,1
112013,17,0,2,M,Married,638.9174617,1
183044,63,45,2,F,Married,13.90110971,0
106894,40,20,2,F,Married,406.2615853,1
134638,62,43,2,F,Married,185.1302781,0
142531,67,47,2,F,Married,133.2366318,0
169495,33,12,2,F,Single,190.2790068,0
175003,56,37,2,F,Married,288.2242538,0
178494,40,23,2,F,Married,332.8686315,1
118321,21,2,2,F,Single,360.5355759,1
169643,32,14,2,F,Married,572.0640955,1
191987,62,44,2,M,Married,90.58388932,0
141030,63,43,2,M,Single,103.607787,0
117725,68,47,2,F,Married,124.974486,0
122925,29,11,2,F,Married,369.3109119,1
117203,55,36,2,F,Married,350.9456921,1
105783,31,14,2,M,Single,399.6932001,1
140083,25,8,2,M,Married,432.2537352,1
151706,49,31,2,F,Single,459.7258028,1
170182,62,45,2,F,Married,116.0408986,0
132719,58,41,2,F,Married,528.9243841,1
159427,50,29,2,M,Single,410.5228298,1
139329,67,47,2,M,Married,22.38307969,0
132418,53,35,2,M,Single,490.554657,1
129207,35,15,2,M,Married,404.4756817,1
149404,40,22,2,M,Single,178.8576714,0
111087,42,21,2,F,Single,366.9309369,1
164199,64,44,2,F,Single,425.4517567,1
163045,45,28,2,M,Single,485.4976689,1
172687,61,40,2,M,Single,462.5010563,1
182026,24,5,2,F,Married,299.1868257,0
103890,50,31,2,M,Married,329.9110453,1
141672,19,2,2,M,Single,755.4257252,1
163824,45,25,2,M,Married,390.2215123,1
134286,61,41,2,F,Single,244.7033745,0
107089,64,47,2,F,Single,244.4110213,0
141837,19,2,2,F,Married,240.4026167,0
147685,24,5,2,F,Single,736.2592586,1
113798,63,45,2,M,Married,181.4507002,0
147650,24,7,2,F,Married,255.2058567,0
184258,57,39,2,F,Single,754.1085424,1
154704,54,33,2,F,Married,397.561892,1
128252,16,0,2,M,Married,243.1939735,0
164763,68,49,2,M,Single,223.9625265,0
128269,54,36,2,M,Married,175.9420376,0
132687,45,26,2,F,Single,381.4841626,1
105576,66,46,2,F,Single,230.9981212,0
192687,16,0,2,F,Married,143.0806463,0
184755,68,51,2,F,Single,222.221463,0
188953,68,50,2,F,Married,34.07808788,0
118031,16,0,2,F,Married,188.3173905,0
153901,64,47,2,M,Single,38.10976558,0
118391,18,0,2,M,Married,574.4828221,1
151757,60,40,2,M,Married,144.495086,0
157592,29,9,2,F,Single,309.237974,1
191922,68,50,2,M,Single,198.9769978,0
166108,40,20,2,F,Married,278.9710642,0
174600,18,1,2,F,Married,328.9220663,1
162907,69,49,2,M,Single,108.4678671,0
168060,25,6,2,F,Married,166.2965953,0
191657,50,32,2,F,Married,137.1415013,0
158347,65,48,2,F,Married,273.7696758,0
112045,30,12,2,M,Married,180.0011804,0
124720,38,18,2,F,Single,245.3965721,0
116786,60,42,2,F,Married,74.08359006,0
184879,19,1,2,M,Married,304.289917,1
145864,40,21,2,M,Married,565.7537055,1
130758,66,47,2,M,Married,82.53339398,0
103437,20,1,2,F,Single,364.4239491,1
169811,18,0,2,F,Single,376.5990356,1
131325,58,37,2,F,Single,352.6099119,1
139004,48,28,2,M,Single,406.6455748,1
157889,64,43,2,M,Single,215.4143946,0
130873,25,8,2,M,Single,1055.197653,1
197183,19,2,2,M,Single,948.6471955,1
189972,35,15,2,F,Single,393.6657261,1
136762,65,48,2,F,Married,280.5577716,0
105414,60,42,2,M,Married,225.6248,0
101158,70,52,2,F,Single,93.54095493,0
144222,19,2,2,M,Married,392.2846806,1
112285,54,36,2,F,Married,155.7420185,0
129226,33,16,2,M,Single,406.125247,1
197585,40,20,2,M,Single,433.1540449,1
135081,62,45,2,F,Single,92.90626476,0
100369,23,4,2,M,Married,608.2682405,1
179605,52,35,2,F,Single,330.1739026,1
187323,43,24,2,F,Married,228.9655835,0
140922,63,43,2,F,Married,256.1034855,0
102860,20,2,2,F,Married,408.4267315,1
193903,32,14,2,F,Single,373.6270097,1
119082,57,36,2,M,Single,560.2708214,1
107757,69,48,2,F,Married,153.1905641,0
161213,30,11,2,M,Single,448.1780055,1
147552,20,3,2,M,Married,688.2579359,1
119642,24,5,2,M,Single,988.0390258,1
114900,33,15,2,F,Married,316.562315,1
159350,43,26,2,F,Married,393.1848298,1
172510,68,49,2,M,Single,463.7267647,1
140497,65,46,2,F,Single,234.6325213,0
114987,19,1,2,M,Single,429.4439787,1
155734,20,1,2,F,Married,478.6484947,1
147383,58,39,2,M,Single,461.662769,1
194539,64,44,2,F,Single,173.7304605,0
132345,40,23,2,F,Married,395.4783752,1
114595,47,27,2,M,Single,410.7950507,1
189437,68,48,2,F,Married,381.6604906,1
119306,66,49,2,M,Single,174.5920961,0
141613,53,33,2,M,Married,367.3270477,1
160895,61,44,2,M,Married,59.08454763,0
113051,17,0,2,M,Married,513.3606865,1
127163,44,25,2,M,Single,426.268402,1
139720,21,3,2,F,Married,546.2304531,1
106125,16,0,2,M,Married,691.6319204,1
171182,67,46,2,M,Single,101.7339118,0
161733,58,39,2,M,Single,182.9690787,0
